,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
346,Port Hedland,AU,-20.3167,118.5667,91.45,62,58,14.97,broken clouds
347,Lavrentiya,RU,65.5833,-171.0,-9.33,84,100,8.46,overcast clouds
348,Dedza,MW,-14.3779,34.3332,57.78,93,100,2.55,light rain
349,Faya,SA,18.3851,42.4509,50.52,71,13,0.67,few clouds
350,Ergani,TR,38.2653,39.7621,37.29,27,0,3.02,clear sky
351,Aksha,RU,50.2814,113.2867,-4.13,80,20,3.44,few clouds
352,Nhulunbuy,AU,-12.2333,136.7667,81.21,94,75,6.91,light rain
353,Torva,EE,58.0028,25.935,33.12,90,100,16.46,overcast clouds
354,Pokhara,NP,28.2333,83.9833,57.34,33,1,2.75,clear sky
355,Leningradskiy,RU,69.3833,178.4167,-23.67,97,100,13.35,overcast clouds
356,Xinzhou,CN,38.4092,112.7333,28.69,36,4,1.66,clear sky
357,Seoul,KR,37.5683,126.9778,27.97,40,0,4.61,clear sky
358,Erenhot,CN,43.6475,111.9767,15.33,53,100,6.49,overcast clouds
359,Port Hueneme,US,34.1478,-119.1951,53.13,90,100,8.05,overcast clouds
360,Ambon,ID,-3.6954,128.1814,89.74,66,40,12.66,scattered clouds
361,Bathsheba,BB,13.2167,-59.5167,77.61,73,20,14.97,light rain
362,Port-Gentil,GA,-0.7193,8.7815,77.31,86,100,11.43,light rain
363,Caravelas,BR,-17.7125,-39.2481,70.66,88,100,4.79,overcast clouds
364,Shadegan,IR,30.6497,48.6647,44.55,54,1,8.48,clear sky
365,Cockburn Town,TC,21.4612,-71.1419,78.21,74,53,18.84,broken clouds
366,Podor,MR,16.6527,-14.9587,73.13,13,13,9.95,few clouds
367,Namibe,AO,-15.1961,12.1522,73.65,90,100,2.93,light rain
368,Najran,SA,17.4924,44.1277,57.85,64,0,3.33,clear sky
369,Mount Isa,AU,-20.7333,139.5,83.97,65,100,11.5,light rain
370,Pulandian,CN,39.3953,121.9669,27.7,67,3,1.28,clear sky
371,Maxixe,MZ,-23.8597,35.3472,71.65,90,4,4.47,clear sky
372,Provideniya,RU,64.3833,-173.3,-4.14,87,43,7.29,scattered clouds
373,Konotop,UA,51.2403,33.2026,43.21,89,100,11.7,overcast clouds
374,Coihaique,CL,-45.5752,-72.0662,55.35,50,75,10.36,broken clouds
375,Playa Del Carmen,MX,20.6274,-87.0799,78.03,94,0,4.61,clear sky
376,Paita,PE,-5.0892,-81.1144,68.22,85,73,8.5,broken clouds
377,Mount Gambier,AU,-37.8333,140.7667,62.06,53,99,11.23,overcast clouds
378,Nizhneangarsk,RU,55.7833,109.55,-5.03,72,100,0.65,overcast clouds
379,Lyngseidet,NO,69.5763,20.2189,23.0,94,100,7.2,light snow
380,Campo Verde,BR,-20.4167,-54.0667,69.8,98,100,5.99,moderate rain
381,Chernyshevskiy,RU,63.0128,112.4714,-0.45,94,100,9.62,overcast clouds
382,Puerto Madryn,AR,-42.7692,-65.0385,67.68,36,3,26.71,clear sky
383,Praia,CV,14.9215,-23.5087,72.93,75,64,14.14,broken clouds
384,Talaya,RU,61.3833,152.75,-25.64,96,100,5.79,overcast clouds
385,Bati,ET,11.1833,40.0167,56.77,87,28,2.21,scattered clouds
386,Kununurra,AU,-15.7667,128.7333,87.78,62,40,19.57,scattered clouds
387,Dobrinka,RU,52.1653,40.4731,31.57,87,96,7.99,light snow
388,Awjilah,LY,29.1081,21.2869,52.97,83,1,8.28,clear sky
389,Waitati,NZ,-45.75,170.5667,59.81,95,100,7.61,overcast clouds
390,Pachino,IT,36.7186,15.0907,56.48,84,1,6.15,clear sky
391,La Rioja,ES,42.25,-2.5,35.38,88,8,4.59,clear sky
392,Erdaojiang,CN,41.7764,126.0319,13.95,57,1,3.11,clear sky
393,Indianola,US,41.3581,-93.5574,37.26,88,100,8.01,heavy snow
394,Hastings,GB,50.8552,0.5729,50.29,89,19,16.58,few clouds
395,Kizema,RU,61.113,44.8302,11.98,89,80,8.5,broken clouds
396,Atar,MR,20.5169,-13.0499,68.09,23,0,9.37,clear sky
397,Ninotsminda,GE,41.2646,43.5916,26.29,40,0,5.57,clear sky
398,Juneau,US,58.3019,-134.4197,41.22,94,100,11.5,light rain
399,Port Macquarie,AU,-31.4333,152.9167,80.89,57,0,11.14,clear sky
400,Tecoanapa,MX,16.5167,-98.75,77.23,73,100,7.72,overcast clouds
401,Igunga,TZ,-4.2833,33.8833,63.61,66,5,1.72,clear sky
402,Kilindoni,TZ,-7.9139,39.6668,81.19,71,55,13.0,broken clouds
403,Micheweni,TZ,-4.9667,39.8333,80.76,74,99,9.28,overcast clouds
404,Camocim,BR,-2.9022,-40.8411,77.5,86,32,10.04,scattered clouds
405,Okato,NZ,-39.2,173.8833,76.17,52,84,7.0,broken clouds
406,Odessa,UA,46.4775,30.7326,44.49,80,15,10.67,few clouds
407,Djibo,BF,14.1022,-1.6306,62.1,20,31,9.53,scattered clouds
408,Sava,IT,40.4034,17.5584,48.85,81,63,1.88,broken clouds
409,Durban,ZA,-29.8579,31.0292,71.02,93,70,7.36,broken clouds
410,Svetlogorsk,BY,52.6333,29.7333,44.19,88,100,12.41,overcast clouds
411,Cordoba,AR,-31.4135,-64.1811,76.75,43,0,9.22,clear sky
412,Zaozerne,UA,45.1582,33.2787,50.72,78,6,11.01,clear sky
413,Hervey Bay,AU,-25.2986,152.8535,77.72,61,1,10.42,clear sky
414,Vung Tau,VN,10.346,107.0843,78.85,77,89,4.88,overcast clouds
415,Vila Do Maio,CV,15.1333,-23.2167,74.3,73,74,17.67,broken clouds
416,Taiyuan,CN,37.8694,112.5603,24.66,58,1,2.24,clear sky
417,Sukhobuzimskoye,RU,56.5,93.2728,-3.53,99,86,3.67,overcast clouds
418,Alpena,US,45.0617,-83.4327,35.92,84,100,3.44,overcast clouds
419,Bocana De Paiwas,NI,12.7857,-85.1227,68.83,93,2,3.15,clear sky
420,Louisville,US,38.2542,-85.7594,64.06,92,100,6.91,overcast clouds
421,Malmesbury,ZA,-33.4608,18.7271,56.77,93,2,4.88,clear sky
422,Salinas,US,36.6777,-121.6555,55.51,70,75,10.36,broken clouds
423,Tongling,CN,30.95,117.7833,47.52,62,7,6.38,clear sky
424,Dwarka,IN,22.2394,68.9678,68.95,46,3,12.62,clear sky
425,Okhansk,RU,57.7186,55.3877,3.9,100,87,2.86,overcast clouds
426,Poltavka,RU,54.3663,71.7632,17.71,93,100,19.46,overcast clouds
427,Vyazma,RU,55.2104,34.2951,32.36,99,100,9.75,light snow
428,Kisangani,CD,0.5167,25.2,69.31,90,74,2.51,broken clouds
429,Padang,ID,-0.9492,100.3543,80.65,69,100,1.16,overcast clouds
430,Santa Maria,BR,-29.6842,-53.8069,70.9,73,0,2.3,clear sky
431,Poum,NC,-20.2333,164.0167,79.03,66,8,13.53,clear sky
432,Tual,ID,-5.6667,132.75,83.59,74,100,15.9,overcast clouds
433,Shadrinsk,RU,56.0852,63.6335,26.49,97,100,7.11,snow
434,Tangshan,CN,39.6333,118.1833,28.89,21,0,5.08,clear sky
435,Emerald,AU,-23.5333,148.1667,90.34,43,46,5.23,scattered clouds
436,Jashpurnagar,IN,22.9,84.15,59.56,52,0,3.58,clear sky
437,Tubmanburg,LR,6.8708,-10.8172,70.07,97,1,2.71,clear sky
438,Zabol,AF,32.25,67.25,28.78,70,0,3.09,clear sky
439,Laguna,US,38.421,-121.4238,44.89,93,100,6.91,moderate rain
440,Sobolevo,RU,54.4299,31.8996,42.98,94,100,13.94,overcast clouds
441,Great Yarmouth,GB,52.6083,1.7305,36.01,89,2,9.22,clear sky
442,Saldanha,ZA,-33.0117,17.9442,60.85,89,74,16.51,broken clouds
443,Riyadh,SA,24.6877,46.7219,53.74,93,100,6.29,moderate rain
444,Yashkul,RU,46.1711,45.3435,42.87,92,91,8.43,overcast clouds
445,Pangnirtung,CA,66.1451,-65.7125,-13.95,91,98,3.62,overcast clouds
446,Kavaratti,IN,10.5669,72.642,80.55,71,52,8.23,broken clouds
447,Nouadhibou,MR,20.931,-17.0347,67.98,64,0,19.57,clear sky
448,Nanakuli,US,21.3906,-158.1547,81.77,57,0,8.05,clear sky
449,Prince Rupert,CA,54.3161,-130.3201,42.49,84,100,24.16,light rain
450,Nyuksenitsa,RU,60.4128,44.2397,14.86,92,100,8.03,overcast clouds
451,Barabinsk,RU,55.3571,78.357,13.98,95,100,13.15,overcast clouds
452,Nyimba,ZM,-14.5566,30.8149,65.57,97,100,0.58,overcast clouds
453,Copiapo,CL,-27.3667,-70.3333,58.69,69,0,2.28,clear sky
454,Carutapera,BR,-1.195,-46.02,75.83,89,52,5.03,broken clouds
455,Sindor,RU,62.8629,51.8905,0.95,95,100,8.52,overcast clouds
456,Rockingham,US,42.9668,-71.0995,40.12,86,51,4.38,broken clouds
457,Lata,PT,40.1629,-8.3327,39.92,93,2,3.31,clear sky
458,Okhotsk,RU,59.3833,143.3,0.91,70,100,24.87,overcast clouds
459,Okha,RU,53.5739,142.9478,0.75,92,99,27.4,overcast clouds
460,Umm Lajj,SA,25.0213,37.2685,69.01,62,5,1.77,clear sky
461,Tepatepec,MX,20.2333,-99.0833,58.62,43,73,8.12,broken clouds
462,Tyumentsevo,RU,53.3224,81.498,20.43,89,84,14.29,broken clouds
463,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,72,0,8.05,clear sky
464,Antofagasta,CL,-23.65,-70.4,65.48,79,34,4.56,scattered clouds
465,Zhigansk,RU,66.7697,123.3711,-21.5,99,100,15.73,overcast clouds
466,Klyuchi,RU,52.2667,79.1667,20.5,92,98,16.51,overcast clouds
467,Glasgow,GB,55.8652,-4.2576,39.02,88,75,9.22,broken clouds
468,Gisborne,NZ,-38.6533,178.0042,68.11,68,39,15.59,scattered clouds
469,Liancheng,CN,24.0519,105.075,50.13,76,99,3.15,overcast clouds
470,Eldersburg,US,39.4037,-76.9503,56.28,82,100,1.01,overcast clouds
471,Buraydah,SA,26.326,43.975,55.85,82,100,8.75,moderate rain
472,Tessalit,ML,20.1986,1.0114,54.54,30,0,10.42,clear sky
473,Kumylzhenskaya,RU,49.8809,42.5898,30.97,90,93,6.02,overcast clouds
474,Verkhoshizhemye,RU,58.011,49.1038,20.41,91,100,13.2,overcast clouds
475,Cayenne,GF,4.9333,-52.3333,73.44,94,75,4.61,light rain
476,Ambilobe,MG,-13.2,49.05,73.09,91,57,3.18,broken clouds
477,Raudeberg,NO,61.9875,5.1352,30.87,74,65,7.54,broken clouds
478,Esperance,AU,-33.8667,121.9,68.92,61,58,13.76,broken clouds
479,Beringovskiy,RU,63.05,179.3167,-15.48,92,28,12.12,scattered clouds
480,Sohag,EG,26.557,31.6948,46.69,77,0,5.01,clear sky
481,Batamshinskiy,KZ,50.5594,58.2747,19.9,91,96,27.54,overcast clouds
482,Trapani,IT,37.8333,12.6667,55.27,87,20,9.22,few clouds
483,Pontianak,ID,-0.0333,109.3333,84.18,74,75,13.8,broken clouds
484,Half Moon Bay,US,37.4636,-122.4286,50.59,91,100,10.36,mist
485,Itum-Kale,RU,42.7356,45.5758,44.87,66,83,4.65,broken clouds
486,Lebanon,US,36.2081,-86.2911,69.85,88,100,16.28,overcast clouds
487,Srednekolymsk,RU,67.45,153.6833,-39.01,100,92,6.8,overcast clouds
488,Jurilovca,RO,44.7667,28.8667,43.03,69,0,9.13,clear sky
489,Veseloyarsk,RU,51.2836,81.1056,22.73,86,100,22.39,light snow
490,Ostersund,SE,63.1792,14.6357,3.65,92,40,4.61,scattered clouds
491,Lages,BR,-27.8161,-50.3261,62.08,98,34,1.16,scattered clouds
492,Williston,US,48.147,-103.618,7.54,97,10,1.9,clear sky
493,Nerchinskiy Zavod,RU,51.3088,119.61,-15.99,93,19,2.62,few clouds
494,Richards Bay,ZA,-28.783,32.0377,70.29,88,70,7.38,broken clouds
495,Cerro Punta,PA,8.85,-82.5667,50.31,95,43,2.91,scattered clouds
496,Sibolga,ID,1.7427,98.7792,81.18,73,100,1.3,overcast clouds
497,Lucapa,AO,-8.4192,20.7447,64.13,97,100,3.4,overcast clouds
498,Barcelos,PT,41.5388,-8.6151,45.91,91,24,4.34,few clouds
499,Matiri,TZ,-10.75,34.9,59.97,86,95,3.4,overcast clouds
500,La Asuncion,VE,11.0333,-63.8628,76.73,94,6,10.36,light rain
501,Kostyantynivka,UA,48.5277,37.7069,41.25,92,69,6.93,broken clouds
502,Togur,RU,58.3631,82.8265,-2.94,99,98,6.89,overcast clouds
503,Primorskiy,RU,43.0983,131.5875,21.02,44,0,7.99,clear sky
504,Danilov,RU,58.1908,40.1717,14.02,98,100,3.91,overcast clouds
505,Eqbaliyeh,IR,35.3022,51.5358,39.02,40,0,3.06,clear sky
506,Vao,NC,-22.6667,167.4833,76.5,75,0,11.34,clear sky
507,Carira,BR,-10.3608,-37.7011,69.87,94,41,7.23,scattered clouds
508,Umm Kaddadah,SD,13.6017,26.6876,59.29,28,1,16.15,clear sky
509,Babati,TZ,-4.2167,35.75,58.01,83,14,3.13,few clouds
510,Kenai,US,60.5544,-151.2583,35.65,86,75,8.05,broken clouds
511,Omboue,GA,-1.5746,9.2618,75.15,93,100,5.61,light rain
512,Saint-Francois,FR,46.4154,3.9054,42.24,93,100,3.44,mist
513,Mesimerion,GR,40.412,23.0059,48.65,81,0,1.68,clear sky
514,Ostrovnoy,RU,68.0531,39.5131,22.46,74,100,22.37,light snow
515,Leczna,PL,51.3012,22.8814,44.91,87,0,10.36,clear sky
516,Kushima,JP,31.4583,131.2333,52.47,45,16,10.22,few clouds
517,Imbituba,BR,-28.24,-48.6703,73.06,96,91,9.28,overcast clouds
518,San Patricio,US,28.017,-97.5169,74.16,91,100,14.47,overcast clouds
519,Egvekinot,RU,66.3167,-179.1667,-17.63,89,14,10.11,few clouds
520,Clarence Town,AU,-32.5833,151.7833,91.62,31,0,9.17,clear sky
521,Watsa,CD,3.0372,29.5355,61.95,76,5,1.81,clear sky
522,Victoria Point,AU,-27.5833,153.3,90.34,56,12,1.99,few clouds
523,La Tuque,CA,47.4334,-72.7824,32.25,93,100,3.44,overcast clouds
524,Gloversville,US,43.0528,-74.3438,37.54,94,75,4.61,broken clouds
525,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,71.02,97,100,5.66,moderate rain
526,Tomatlan,MX,19.9333,-105.25,68.61,87,97,2.51,overcast clouds
527,Pasighat,IN,28.0667,95.3333,65.25,43,9,0.27,clear sky
528,Acapulco,MX,16.8634,-99.8901,78.62,83,40,5.75,scattered clouds
529,Galeana,MX,24.8333,-100.0667,56.57,30,34,8.16,scattered clouds
530,Puerto Gaitan,CO,4.3133,-72.0816,80.83,57,97,5.57,overcast clouds
531,Karasuk,RU,53.7377,78.0403,16.29,93,79,15.03,broken clouds
532,Alice Springs,AU,-23.7,133.8833,96.35,40,66,18.41,broken clouds
533,Bonavista,CA,48.6499,-53.1147,30.79,95,100,10.0,light snow
534,Carlsbad,US,33.1581,-117.3506,56.44,81,100,7.0,light rain
535,Haldaur,IN,29.3,78.2833,49.1,57,0,2.86,clear sky
536,Izhma,RU,65.0083,53.9113,-3.23,99,100,2.53,overcast clouds
537,Marzuq,YE,14.4,46.4667,56.25,44,10,2.57,clear sky
538,Tecpan,GT,14.7623,-90.9947,53.62,93,21,1.23,few clouds
539,Bilibino,RU,68.0546,166.4372,-43.28,100,52,1.21,broken clouds
540,Champerico,GT,14.3,-91.9167,78.01,81,0,3.33,clear sky
541,Marystown,CA,47.1666,-55.1483,31.12,78,89,14.61,overcast clouds
542,Veshenskaya,RU,49.6303,41.7334,36.09,93,97,5.1,overcast clouds
543,Neiafu,TO,-18.65,-173.9833,86.68,79,75,5.75,moderate rain
544,Hobyo,SO,5.3505,48.5268,77.43,67,47,19.84,scattered clouds
545,Lorengau,PG,-2.0226,147.2712,83.23,78,84,10.2,broken clouds
546,Fukue,JP,32.6881,128.8419,46.76,53,75,12.66,broken clouds
547,Wanlaweyn,SO,2.6185,44.8938,74.64,67,78,16.08,broken clouds
548,Goderich,CA,43.7501,-81.7165,32.92,100,100,1.14,overcast clouds
549,Hasaki,JP,35.7333,140.8333,46.8,35,8,10.58,clear sky
550,Flinders,AU,-34.5833,150.8552,79.38,68,12,8.81,few clouds
551,Maragogi,BR,-9.0122,-35.2225,77.22,79,100,8.61,overcast clouds
552,Peniche,PT,39.3558,-9.3811,48.45,66,4,5.26,clear sky
553,Batemans Bay,AU,-35.7167,150.1833,70.11,76,81,10.76,broken clouds
554,Rawson,AR,-43.3002,-65.1023,67.89,35,12,18.59,few clouds
555,Takoradi,GH,4.8845,-1.7554,77.38,83,11,4.54,few clouds
556,Moerai,PF,-22.4333,-151.3333,78.76,86,100,21.0,moderate rain
557,Te Anau,NZ,-45.4167,167.7167,75.11,44,100,6.04,overcast clouds
558,Koboko,UG,3.4136,30.9599,64.22,66,29,3.4,scattered clouds
559,Vanavara,RU,60.34,102.2797,4.84,95,100,8.16,overcast clouds
560,Alto Araguaia,BR,-17.3147,-53.2153,70.2,94,100,5.06,moderate rain
561,Muravlenko,RU,63.7898,74.523,5.16,95,100,17.07,light snow
562,Boyuibe,BO,-20.4167,-63.2833,71.15,78,100,3.24,light rain
563,Irece,BR,-11.3042,-41.8558,66.97,90,12,6.89,few clouds
564,Pirovskoye,RU,57.6267,92.2658,6.82,96,100,6.35,overcast clouds
565,Bom Jesus,BR,-9.0744,-44.3586,72.09,84,34,1.66,scattered clouds
566,Hazorasp,UZ,41.3194,61.0742,46.24,48,100,23.06,overcast clouds
567,Tyulyachi,RU,55.8913,50.2399,23.34,90,100,16.4,overcast clouds
568,Ontario,US,34.0633,-117.6509,52.63,83,100,11.5,overcast clouds
569,Patrocinio,BR,-18.9439,-46.9925,65.03,93,99,3.6,moderate rain
570,Andros Town,BS,24.7,-77.7667,75.16,75,32,17.74,scattered clouds
571,Wajir,KE,1.7471,40.0573,73.53,83,22,11.99,few clouds
572,Ishigaki,JP,24.3448,124.1572,73.53,64,40,12.66,scattered clouds
573,Rio Cuarto,AR,-33.1307,-64.3499,71.37,56,0,11.5,clear sky
574,Kulu,TR,39.0951,33.0799,34.3,48,0,2.82,clear sky
575,Morant Bay,JM,17.8815,-76.4093,78.42,83,1,7.78,clear sky
576,Ramhormoz,IR,31.28,49.6035,54.0,41,2,3.09,clear sky
577,Sabang,ID,5.8933,95.3214,79.83,77,100,12.57,overcast clouds
578,Takab,IR,36.4009,47.1133,25.59,38,0,3.8,clear sky
579,Preobrazheniye,RU,42.9019,133.9064,16.7,48,1,11.83,clear sky
580,Indramayu,ID,-6.3264,108.32,82.51,70,100,8.72,overcast clouds
581,Raga,SS,8.4596,25.678,68.16,32,2,5.86,clear sky
582,Yar-Sale,RU,66.8333,70.8333,1.6,95,100,20.09,light snow
583,Mabaruma,GY,8.2,-59.7833,72.46,95,100,2.89,overcast clouds
584,Kaeo,NZ,-35.1,173.7833,71.33,80,100,17.85,light rain
585,Bilma,NE,18.6853,12.9164,55.4,36,64,5.75,broken clouds
586,Yuksekova,TR,37.5736,44.2872,28.69,26,0,3.33,clear sky
587,Pechenizhyn,UA,48.5155,24.8942,44.22,84,8,4.5,clear sky
588,Porto Novo,BJ,6.4965,2.6036,72.18,66,38,4.0,scattered clouds
589,Hay River,CA,60.8156,-115.7999,8.58,85,75,3.44,broken clouds
590,Hearst,CA,49.6835,-83.6665,23.25,96,99,5.28,overcast clouds
591,Yamada,JP,39.4667,141.95,35.17,46,1,17.31,clear sky
592,Leshukonskoye,RU,64.8989,45.7622,-15.43,100,72,3.71,broken clouds
593,Vila Velha,BR,-20.3297,-40.2925,72.95,90,20,3.44,few clouds
594,Walvis Bay,NA,-22.9575,14.5053,65.35,82,15,5.75,few clouds
595,Aras,ES,42.5617,-2.356,39.61,93,0,3.44,clear sky
